comment
moga bisa lebih baik lagi depan dan tidak sembarang untuk kerja driver baru harus lalu tahap nyaring yang serius demi indonesia maju
mantap grab makin gacor cor sukses terus grab
baru aja topup ovo terus mo pesen makan udah pilih makan mo checkout blm klik apa saldo potong kenapaa
tambah fitur grabtruck dongg
pahlawanq bangett ini apalagi driver grabfood yg telh mengantar san makan sya saat saya lapar gini
saya ingin lapor layan driver kecewa etika kasar kepada konsumen
min tolong kasih fitur untuk lihat siapa customer yang beri bintang bintang masa layan bagus terkadang customer nya iseng ngasih bintang
bagus dah kalau naik mah karna tarif grab yg dulu murah bangett ojol juga butuh makan harga pangan aja naik masa ongkos ojol gitu gitu aja murah
grab kenapa ya mau putus mitra kok susah hampir bulan
promo grabcar apa ya min
terimakasih grab promonya membuat saya hemat kami menjadi senang
grab saya tidak bisa order grab bike dan grab car ihh kenapa ya
min tanya kodepromo grab expres apa nih
saya dapat abang grab yang wangi ramah mntp grab
order grabcar barusan abang blm sampe di titik jemput tapi sudah geser duluan saya liat maps abang sudah jalan ke lokasi antar saya telp gadiangkat kecewa syekaliiiiiiiiii
info promo grabbike
saya pernah dapet abang grab dia sopan banget ramah juga nama sidik maulana
pesan food saya selesai driver tanpa antar ini error apa drivernya g professional
saya isi ovo tapi gabisa dipake kenapa yaa
terimakasih babang driver yg sdah antar sya kantor pgi ini dngn plyan yg ramah pda customer
promo di sana di sini udah top up ovo saldo nya ga bisa di pake di email ga ada solusi wajar nyentuh decacorn nipu konsumen
klo dah dpt tas grabfood jd gk bs bawa orang lg klo gitu atau emang khusus grabfood saja tp fitur grab bike gk bs dimatiin di app driver kok bs gitu yah
makasih min sukses trs untuk grab semoga slalu memberi layan terbaik
mesan grab sekarang susah banget maaf pesan anda sedang penuh tunggu beberapa saat lagi
kenapa sy ga bsa ngasi rating ke driver mohon solusi karena driver butuh review trhdp layan yg sudah berikan kpd customer
banyak promo ko tetep aja murah
naikin harga nya edan edan nan apalagi grabcar jarak yg cmn km klo malem jadi k ampun deh
cara beli promo gmnnn ada tau
sukses terusuntuk layan grabfood semoga mkin gacors
grabfood lagi error ya tp ovonya potong
kok grabcar pada gak bsa pesan ya busy terus
saya cukup puas dengan naik tarif yg sekarang karena harga segitu sudah banding dengan kerja mereka yang jemput kita di depan rumah dan di antar dengan selamat belum lagi resiko mereka di jalan dari sampai macet bahkan celaka yg ancam nyawa mereka
bos kenapah saldo grab sayaa tiap hari ke sedot terus
grab lg kenapa ya kok ga dapet driver terus saya
alhamdulillah argo naik saya bangga bagai customer dan juga driver
knp tarif grab makin ababil yaa ga ada ujan tau tarif naik drastis n blg minta klo gin truss maap deh ku ga bs setia lg sm kamu
astagfirullah naik dikit aja ko ngeluh
moga rejekinya semua abang grab makin lancar ya sukses selalu
ovonya kok ilang sihh mau pesen grabfood padahal gapunya cash ada ovo
kapan info buka daftar grab bike di cibubur
terimakasih grab saya daftar mitra gak pake lama
saya ingin lapor tindak driver grab kurang ajar dengan kendara lain hingga celaka pakai mobil tidak sesuai aplikasi
min kode promo grab food ovo apa
ngaduin keluhan dapat respon yg sangat cepat sekali oleh adminnya mantap
naek grab drivernya tdk sopan next klo pilih driver d cek dlu
tambahin kuota promo grabbike
mantap grab promonya selalu ada terus setiap bulan sya senang sekalee sebagai customer grab
grabfood yg skrg agak kecewa karna driver kirim makan tempat jd makan yg sampai udah dingin order pizza jg sampe rumah udah dingin order sampe rumah jam an
min grab bike lg ga ada promo ya
saya suka pakai aplikasi grabsaya suka sngt mudah gunain dan warna saya suka gak bikin sakit mata
ngapain ngadain promo grabike kalo ngga bisa dipake padahal syarat dan tentu sudah penuh php aja
min jakarta udh buka blom buat grabcar nya
sya dapat abang grabcar bawa mobil nyaman sekali terimakasih grab
saya tukar point grab dengan grabpulsa tapi dari kemarin sampai saat ini tombol use now tidak bisa guna mohon bantu agar bisa segera pakai karena point saya sudah potong
grabcar blm ada promo lg ya
semangat untuk semua abang yg juang keras demi keluarga moga beri sehat dan rejeki yang limpah berkah
skrg banyak lho driver grab bike yg helm pada rusak tdk safety rasa tdk aman kl jalan seperti helm cmn dar biar aman gak tilang tp buat tumpang yg naik grab bike bikin khawatir degan jalan
mau donk info daftar grab gimana
terimakasih grab tolong saat dompet tipis bisa jadi samping
pesen grabfood error mulu dahhhh
ada yang tau promo grabbike bulan january gak
terimakasih grab restoran saya sudah di ada grabfood sekarang
promo grab tidak konsisten yang kata nya bisa di pakai sampai jam malam yang ada nyata nya bisa di pakai smpai jam pagi saja
jangan lupa sama mimpi mitra mu min
sering sering ngadain kuis min untuk dapat promo
knp ya voucher yg grab bike ga bisa pakai ada tanda merah gtu toling ya voucher promonya blm bisa guna ehh pas siang atau bsk nya voucher sudah habis knp ya suka gtu padahal tgl nya yg minggu kemarin sampai tgl tuh tdi pas ada notif sama kya gtu lagi
min kenapa di akun saya ada telfon dri grab driver padahal saya lg ga order grab
respon adminnya sangat cepat sekali dalam menanggapi laporan saya
percuma kasi promo grabfood banyak ga ad pun yang bisa di pake jadi niat kasi promo ke cust ga nih min
min kok d app aku fitur langgan grabcar ga ad ya ada cuma grab express
sekarang ngantar barang antar dalam satu kota cukup pakai grabexpress aja tidak perlu pakai ekspedisi lain
anjir grab kasih promo grabfood g ada guna
kok kode promo bakuloke atau makan oke gak bisa pakai
alhamdulillah sekarang sudah jadi mitra grabfood dngn layan yg begitu cepat
hi grab mau lapor driver nakal nih paket saya yg antar oleh grabexpress instant belum juga sampai dan saya terima padahal kerja kirim telah selesai oleh driver
mas mau tanya bagaimana cara daftar grabfood tolong donk mas
terima kasih grab akhirnya insentiv saya turun juga
tarif naik kode promo gak bisa guna kembali pake angkut umum
jangan cuman makmurin tumpang doang dengerin driver juga perhatiin
terimakasih mas driver rama sekali
aplikasi bug terus tiap mau pesen selalu keluar sendiri
ada info lagi engga utk domisili cimahi kapan buka pendaftaran grab
terimakasih pak sudah nganterin walaupun jaraknya agak jauh ttp smngt cari rezeki
grab tolong ni gimana driver bisa ngambil order langsung saya pesan grabfood dah munggu masih harus nunggu order orang lain
kenapa ia akun grab driver ku sepi padahal sudah muter ke tempat ramai masih aja sepi
terimakasih banyak masnya yg udah nganterin saya semoga lancar rezeki
promonya gak bisa digunain bangkrutlahh akuuuu
tunggu ya kak nanti grabwheels akan sedia di seluruh kota
cepat sekali masnya nganterin makanan saya walaupun jaraknya jauh
ini kenapa akun saya di suspen tanpa pemberitahuan bgsd
kok grab uda mau bulan tidak ada promo grabcepat grabhemat ovojkt dll nya
mau cuci ac di layanan grab ajah yg lebih murah
grabclean jasa tolong refund uang saya sudah book pagi ini jam tapi caecilia lina sagita tidak ada kabar status wa online saya telp direject tolong refund uang saya
siang min mau tanya kalo main grab wheels dalam aplikasi hanya bisa di guna untuk grab wheels atau lebih min
tadi saya dapat abangnya yang baik dia ngucapin hati hati dijalan
aplikasi bug terus suka keluar sendiri tolong perbaiki
grab car bisa jemput d bandara soetta ga
berkat ada grab saya tidak perlu khawatir untuk terlambat brngkt kerja
grab driver lagi eror hai grab tolong kita bukan boneka kalian gara gara eror jadi gak bisa narik mau dapat hasil dari mana
minnn ini grab error apa gim kok gabisa order saya coba dri hp beda gak bisa jugaaa
terimakasih saya sudah terima rewards ovo
aplikasi grab driver taikk ga bisa nyelesain order kalo ga sesuai titik tuju kesulitanya banyak kalo tumpang tujuanya suka beda sama tuju aplikasi kadang tuju suka gaada sinyal susah harus selesai sesuai tiitik sekarang grab 
ada gak yg tiap buka aplikasi grab nya sangat lemot
terimakasih kaka septi rewadrnya udah ada gak jadi murtad sama grab tipe setia kok akumahhhhhhh
grab bukan produk karya indonesia
klo mau daftar mitra grab bike gmn ya tq
sekarnag tampilan aplikasinya bagus di banding yang sebelumnya
kenapa sekarang promo grabbike nggak ada sama sekali aku ubek ubek notifikasi itu nggak ada padahal butuh banget loh
tanya min kok tiap kode promo yg saya masukin selalu gak bisa ya sudah sesuai tentu jg padahal
pelayannya bagus abanggya ramah sekali tidak ngebosanin dijalan jadinya
fitur platinum yg priority booking tidak guna
min ini saya mau nuker grab points voucher yang grab ride itu berlaku buat naik grabcar ya
naik grabcar mobil abangnya wangi banget aslii
grabfood kecewa kemudi minta tambah biaya gasesuai dengan harga asli
bisa gak sih sistem di driver jd ga pilih setting order biar kita klo pesen food ga susah nyari driver
fitur ksh tips buat grabfood aktifin dunk min kadang suka beli pake ovo ga punya cash kasihan klo ga bsa ksh tips
grabfood kecewa kemudi minta tambah biaya gasesuai dengan harga asli
grabbike udah gada promo kah
promonya perlu dibanyakin buat grabbike biar customer seperti kami senang
min saya grab send gak beers sih kirim paket blibli gakada paket yg sampe rumah saya kok udh ada email barnag terima
untuk layan grabfood apakah bs buat pilih tips untuk driver
alhamdulillah paket saya cepat sampai pakai layan grabexpress
jasa online parah
paket hemat grabcarnya mana min
beli pulsa skrng dngn mudah cukup beli layanan di aplikasi grab
kak saldo ovo saya kok bisa hilang cuk
mau tanya knp ya voucher bakuloke untuk wilayah jambi g bsa di pakai
banyak promo banyak rezeki alhamdulilah
jangan daftar grab kamu akan sia sia sekarang order lagi sulit
permisi mau tanya saya sudah redeem voucher diskon points tapi lupa di copy paste simpan codenya itu gimana ya
tolong kalau kasih promo jangan tega banget kasihan driver kemudi dapat gak berapa belum lagi potong biaya bensin yg pakai tiap jalan tolong perhati nasib driver
min ko saldo ovo saya belum balik jg udah beberapahari ni
maaf grab ngasih himbaun ga sih ke kendara agar jangan naik ke trotoar lawan arus maupun parkir di tempat sembarang
semenjak ada grabfood lumayan bisa makan enak dgn harga discount
saya sen paket kfc yang ada cd nya tapi pas udh datang dan di buka di rumah gk ada cd nya kecewa saya
admin bagaimana cara ganti nomor ovo soal saya sudah ikut petunjuk yg di apps ttep ga bisa
rezeki gk bisa di tebak mas gk semua sulit kita gk tau rezeki orang yg penting usaha dan doa
masuk utk grabfood klo buat promo tolong pasti restoran nya siap terima order masa pesan hokben id salad bowl aja hampir jam payaaaaahhh
min bisa ga sih bayar default tunai gue tadi ga ngeliat kalo bayar pake ovo pdhl mau tunai
terus tingkat kualitas grab ya
grab expres kok pasti eror ya
kapan bisa pesan grab car di bandara a yani semarang saat ini harus keluar area bandara dulu
topup ovo udah gak perlu ribet pakai mbanking skrng udah bisa lgsg ke abang
grab mana nih tanggung jawab delivery adik saya tidak di antar ke tempat yang harus dan trip sudah di end trip belum tiba di tempat
apakah masih ada peluang untuk para mitra yang kena putus mitra
terimakasih grab sekarang isi token listrik bisa lewat aplikasi grab
top up sering error
saldo ovo dan grab ngga connect gmn y
itu biasa driver yg gak pulang alias nginep di jalan paling diomongon langsung aja ke drivernya jangan sampai gak pulang
maaf kok akun grab saya tangguh tanpa alas jelas dan saldo ovo saya ludes semua ini maksud gimana ya
min apakah masih ada daftar untuk driver grab apakah bisa datang langsung ke kantor tanpa lalu daftar online sudah hari saya sudah coba untuk daftar online namun tidak ada lanjut tolong bantu min
grab itu teman tualang ku ada grab di tiap hari hari ku terima kasih grab telah jadi sahabat setia ku
kenapa si driver grab ada yg kurang ajar nilep jaket orang ini jaket saya anter pake grab express ga sampe dan gabisa dihubungin karena nomor palsy
klo daftar grab ada batas kuota gak min
terimakasih  ada layan cepat min kpd customer
kenapa grab sekarang gak ada promo grabfood lagi
miin pesan grabfood gak bisa bayar pake saldo ovo ya
moga grab sisih duit buat didik driver grab yang suka lewat trotoar ato lawan arus
driver grab yg ngerampas hp anak kecil tolong segera di tindak lanjut cuk
min saya td beli paket grabfood tp sya batalin kok saldo belum kembali ya
terimakasih grab beli tiket bisa melalui aplikasi
min kok bayar pake ovo bayar tolak serius nanya
gimana si cara biar topp up ovo sama driver tapikita gamau pergi git
driver grabbajay kasi helm juga biar keren kalo ngebox biar aman
sekarang tarif grab naik trus promonya juga banyak gak bisa dipake
promo grab bike adain perlu banget ini
gerak cepat juga ya grab wkwk inovasi baru
tolong grab gimana si udah ngisi ovo hasil tapi ga bisa di aktifin trus mama saya juga ngisi udah hasil malah ga ada saldo nya komplen malah di read doang coba minta tanggung jawab pihak grab
tolong ya untuk para driver kalau ngtem kalau bisa jgn di lahan parkir toko orang lain kasi customer yang mau datang jadi agak susah masuk ke parkir kita sama cari rejeki uang
